longitude,latitude,height_meters
12.4973698,41.8970802,15.0
12.4973404,41.8970591,15.0
12.4973435,41.8970394,15.0
12.4973272,41.8970266,15.0
12.497311,41.8970213,15.0
12.4972907,41.8970206,15.0
12.4972472,41.8969904,15.0
12.4972702,41.896973,15.0
12.4977697,41.8973091,15.0
12.4975606,41.8974617,15.0
12.4970144,41.8960905,3.0
12.4968928,41.8961834,3.0
12.4966985,41.8963261,3.0
12.496606,41.8963971,3.0
12.4965877,41.8963842,3.0
12.4965508,41.8963581,3.0
12.4965354,41.8963472,3.0
12.4968107,41.895943,3.0
12.4970144,41.8960905,3.0
12.4910395,41.8943038,3.0
12.4910501,41.8942783,3.0
12.4910686,41.8942339,3.0
12.4910759,41.8942164,3.0
12.491447,41.8943078,3.0
12.4914055,41.894397,3.0
12.4913629,41.894493,3.0
12.4912636,41.8944696,3.0
12.4912138,41.8945366,3.0
12.4910826,41.8945111,3.0
12.4911028,41.8944724,3.0
12.4910791,41.8944662,3.0
12.4911023,41.8944128,3.0
12.4910881,41.89441,3.0
12.4911266,41.894326,3.0
12.4910395,41.8943038,3.0
12.491447,41.8956161,15.0
12.4914477,41.8956392,15.0
12.491482,41.8957684,15.0
12.491399,41.8957509,15.0
12.4913219,41.8957322,15.0
12.4912634,41.8957179,15.0
12.4911889,41.8956996,15.0
12.4910681,41.8956699,15.0
12.491128,41.8955418,15.0
12.4912997,41.895581,15.0
12.491447,41.8956161,15.0
12.4913271,41.8951344,3.0
12.4915544,41.8951995,3.0
12.4914547,41.8953906,3.0
12.4914508,41.8954487,3.0
12.4914047,41.8954369,3.0
12.4913609,41.8954258,3.0
12.4912049,41.895386,3.0
12.4913271,41.8951344,3.0
12.4919598,41.896252,3.0
12.4919844,41.8961527,3.0
12.49205,41.8961629,3.0
12.4920774,41.8960941,3.0
12.4920954,41.8960933,3.0
12.4921714,41.896022,3.0
12.4923234,41.8961173,3.0
12.4921217,41.8962715,3.0
12.4919598,41.896252,3.0
12.4916213,41.8947493,12.0
12.4918246,41.8947814,12.0
12.4918079,41.8948302,12.0
12.4917693,41.8949073,12.0
12.4917624,41.8949211,12.0
12.491723,41.8949137,12.0
12.4917077,41.8949447,12.0
12.4916334,41.8949373,12.0
12.4916377,41.8948991,12.0
12.4916388,41.8948828,12.0
12.4916574,41.8948836,12.0
12.4916563,41.8948568,12.0
12.4916017,41.8948519,12.0
12.4916213,41.8947493,12.0
12.4927834,41.8958828,3.0
12.4928654,41.8959455,3.0
12.4928396,41.8959668,3.0
12.4928783,41.8959979,3.0
12.492931,41.8959658,3.0
12.4929802,41.8960065,3.0
12.4927994,41.8961084,3.0
12.4928109,41.8961201,3.0
12.4927305,41.8961546,3.0
12.4926791,41.8961674,3.0
12.4926262,41.8961176,3.0
12.4925806,41.8961475,3.0
12.4926348,41.8961864,3.0
12.492608,41.8961956,3.0
12.4923819,41.8961555,3.0
12.4927834,41.8958828,3.0
12.4951381,41.8966968,18.0
12.4950513,41.8967429,18.0
12.4949685,41.896787,18.0
12.4948853,41.8967004,18.0
12.4947962,41.8966076,18.0
12.4949658,41.8965174,18.0
12.4951381,41.8966968,18.0
12.4947121,41.8968996,18.0
12.4947737,41.8968727,18.0
12.4948082,41.8968593,18.0
12.4948337,41.8968856,18.0
12.4948658,41.8968709,18.0
12.4948444,41.8968428,18.0
12.4949132,41.8968085,18.0
12.4949447,41.8967932,18.0
12.4949657,41.8968166,18.0
12.4949931,41.896847,18.0
12.4949997,41.8968544,18.0
12.4949315,41.8968831,18.0
12.4949997,41.8969547,18.0
12.4950647,41.8969278,18.0
12.4950873,41.8969578,18.0
12.4951214,41.897003,18.0
12.4950869,41.8970134,18.0
12.4950507,41.8971266,18.0
12.4949011,41.8971034,18.0
12.4947121,41.8968996,18.0
12.4940009,41.896462,3.0
12.4939208,41.8964985,3.0
12.4938117,41.8963657,3.0
12.4938995,41.8963258,3.0
12.4939133,41.8963425,3.0
12.4939372,41.8963316,3.0
12.4939227,41.896314,3.0
12.4940317,41.8962643,3.0
12.4941415,41.896398,3.0
12.4940009,41.896462,3.0
12.4954998,41.8967409,21.0
12.4956386,41.8966543,21.0
12.4957733,41.8965652,21.0
12.4957964,41.8965879,21.0
12.4958146,41.8966058,21.0
12.4958457,41.8966363,21.0
12.4958148,41.8966579,21.0
12.4957819,41.8966349,21.0
12.4957114,41.8966809,21.0
12.4958389,41.8967866,21.0
12.4956622,41.8968966,21.0
12.4954998,41.8967409,21.0
12.4960313,41.8960796,3.0
12.4959616,41.8961335,3.0
12.4959035,41.8961777,3.0
12.4958812,41.8961629,3.0
12.495853,41.896183,3.0
12.4958777,41.8962031,3.0
12.4958392,41.8962312,3.0
12.4958657,41.8962493,3.0
12.4959501,41.8963084,3.0
12.4958667,41.8963734,3.0
12.495819,41.8964162,3.0
12.4958507,41.896438,3.0
12.495758,41.8964966,3.0
12.4957192,41.8965242,3.0
12.4956564,41.896481,3.0
12.495596,41.8964354,3.0
12.4955221,41.8963976,3.0
12.4950585,41.8960622,3.0
12.4950305,41.8960425,3.0
12.4950956,41.8959825,3.0
12.495109,41.8959919,3.0
12.4954495,41.8957244,3.0
12.4954882,41.8956934,3.0
12.4958645,41.8959567,3.0
12.4956547,41.8961144,3.0
12.4957554,41.8961886,3.0
12.4958311,41.8961317,3.0
12.4959652,41.896031,3.0
12.4960313,41.8960796,3.0
12.4938572,41.894912,3.0
12.4940808,41.8949722,3.0
12.4939757,41.8950926,3.0
12.4939466,41.8951136,3.0
12.493865,41.8951533,3.0
12.4937418,41.8950318,3.0
12.4938572,41.894912,3.0
12.4963484,41.8952657,3.0
12.4963503,41.8951419,3.0
12.4968875,41.8951308,3.0
12.4970067,41.895133,3.0
12.4969472,41.8951897,3.0
12.4970189,41.8952314,3.0
12.4970761,41.8951789,3.0
12.4970939,41.8951832,3.0
12.4971166,41.8952059,3.0
12.4971245,41.8952253,3.0
12.4970872,41.8953272,3.0
12.4969491,41.8955765,3.0
12.4968677,41.8955546,3.0
12.4968847,41.8955335,3.0
12.4965894,41.895435,3.0
12.4965948,41.8954258,3.0
12.4966159,41.8953899,3.0
12.4967048,41.8952388,3.0
12.4969367,41.8953104,3.0
12.4969571,41.8952607,3.0
12.4968711,41.8952009,3.0
12.4965928,41.8952051,3.0
12.4965939,41.8952632,3.0
12.4963484,41.8952657,3.0
12.4959373,41.8958384,3.0
12.4959047,41.8958126,3.0
12.4960071,41.8957302,3.0
12.4960406,41.8957567,3.0
12.4961891,41.8958527,3.0
12.4965963,41.8955496,3.0
12.4966435,41.8955722,3.0
12.4967275,41.8956246,3.0
12.4967515,41.8956103,3.0
12.4967715,41.8956228,3.0
12.4968211,41.8955954,3.0
12.4968677,41.8955546,3.0
12.4969491,41.8955765,3.0
12.4968811,41.8956925,3.0
12.4968363,41.8956591,3.0
12.4965299,41.8958926,3.0
12.4966691,41.8960051,3.0
12.4965067,41.8962505,3.0
12.4959373,41.8958384,3.0
12.4957235,41.8946563,3.0
12.4958457,41.8946695,3.0
12.4960199,41.8946948,3.0
12.4960169,41.8947637,3.0
12.4960143,41.8948253,3.0
12.4959498,41.8948312,3.0
12.4959509,41.894811,3.0
12.4958717,41.8948127,3.0
12.4958796,41.8948405,3.0
12.4958366,41.8948464,3.0
12.4957721,41.8947462,3.0
12.4957562,41.8947504,3.0
12.4957235,41.8946563,3.0
12.497963,41.8940391,3.0
12.4982166,41.894161,3.0
12.4983195,41.8942156,3.0
12.4984103,41.894263,3.0
12.4982766,41.894391,3.0
12.4981399,41.8945024,3.0
12.4980158,41.8946092,3.0
12.4979331,41.8945562,3.0
12.497846,41.8945214,3.0
12.497931,41.8943847,3.0
12.4978038,41.8943346,3.0
12.4977972,41.894346,3.0
12.4978089,41.8943736,3.0
12.4977452,41.8944613,3.0
12.4977069,41.89444,3.0
12.4977568,41.8943681,3.0
12.4977398,41.8943633,3.0
12.497758,41.894334,3.0
12.4978149,41.8942514,3.0
12.497846,41.8941982,3.0
12.498087,41.8943136,3.0
12.4981433,41.8942408,3.0
12.4978997,41.8941288,3.0
12.497963,41.8940391,3.0
12.4992788,41.8959893,9.0
12.4993573,41.8958842,9.0
12.4995602,41.8959384,9.0
12.4995528,41.8959515,9.0
12.4995382,41.8959771,9.0
12.4995331,41.8959862,9.0
12.4994716,41.8960945,9.0
12.4992788,41.8959893,9.0
12.4992788,41.8959893,15.0
12.4994716,41.8960945,15.0
12.4993909,41.8962405,15.0
12.4992431,41.8961779,15.0
12.4992088,41.8961633,15.0
12.4991566,41.8961412,15.0
12.4992788,41.8959893,15.0
12.4995411,41.8951139,18.0
12.4995774,41.8951133,18.0
12.4996219,41.8951126,18.0
12.4996699,41.8951119,18.0
12.4997188,41.8951111,18.0
12.4997485,41.8951106,18.0
12.49976,41.8951241,18.0
12.4998088,41.8951812,18.0
12.4998334,41.8952101,18.0
12.4998598,41.8952411,18.0
12.4998838,41.8952692,18.0
12.4999041,41.895293,18.0
12.4999201,41.8953117,18.0
12.4999089,41.8953314,18.0
12.4998912,41.8953626,18.0
12.4998722,41.8953961,18.0
12.4998549,41.8954265,18.0
12.4998387,41.895455,18.0
12.4998208,41.8954865,18.0
12.4998047,41.8955149,18.0
12.4997905,41.8955399,18.0
12.4997759,41.8955655,18.0
12.4997698,41.8955763,18.0
12.4996802,41.8955579,18.0
12.4996902,41.8955379,18.0
12.499466,41.8954728,18.0
12.4995546,41.8951832,18.0
12.4995212,41.8951802,18.0
12.4995411,41.8951139,18.0
12.4991397,41.895244,18.0
12.4993104,41.8952792,18.0
12.4993886,41.8952953,18.0
12.4994458,41.895307,18.0
12.4994017,41.8954259,18.0
12.499295,41.8954039,18.0
12.4992382,41.8953922,18.0
12.4990956,41.8953629,18.0
12.4991181,41.8953023,18.0
12.4991344,41.8952582,18.0
12.4991397,41.895244,18.0
12.5001399,41.8964157,3.0
12.5001282,41.8964271,3.0
12.5001714,41.896454,3.0
12.5001446,41.8964879,3.0
12.5001644,41.8965018,3.0
12.5000874,41.8965574,3.0
12.5000266,41.8965192,3.0
12.500036,41.8965122,3.0
12.5000068,41.8964922,3.0
12.4999788,41.8965227,3.0
12.4999461,41.8965035,3.0
12.4999733,41.8964764,3.0
12.5000196,41.89643,3.0
12.5000722,41.8963775,3.0
12.5001399,41.8964157,3.0
12.5005303,41.8958815,6.0
12.5006281,41.895877,6.0
12.5007295,41.8958716,6.0
12.5008585,41.8958647,6.0
12.5008963,41.8958627,6.0
12.5008921,41.8958875,6.0
12.5008847,41.8959308,6.0
12.5008803,41.8959568,6.0
12.5008604,41.8959568,6.0
12.5008562,41.8959797,6.0
12.5008492,41.8960184,6.0
12.5008421,41.8960577,6.0
12.500834,41.8961024,6.0
12.5008267,41.8961425,6.0
12.5008199,41.8961797,6.0
12.5008131,41.8962173,6.0
12.5008067,41.8962523,6.0
12.5008014,41.8962815,6.0
12.5007959,41.896312,6.0
12.5007906,41.8963407,6.0
12.5007868,41.8963619,6.0
12.5006981,41.8963584,6.0
12.5006969,41.8963427,6.0
12.5005778,41.8963462,6.0
12.5005798,41.8963099,6.0
12.5006385,41.8963132,6.0
12.5006444,41.8962802,6.0
12.5007168,41.8962836,6.0
12.5007378,41.8960707,6.0
12.5007541,41.8960724,6.0
12.5007518,41.8959924,6.0
12.5005328,41.8959998,6.0
12.5005315,41.8960219,6.0
12.5004614,41.896024,6.0
12.5004645,41.8960568,6.0
12.5004155,41.8960585,6.0
12.5004097,41.8960133,6.0
12.5003454,41.8960159,6.0
12.5003454,41.8960463,6.0
12.5003226,41.8960476,6.0
12.5001679,41.8960559,6.0
12.5001481,41.8959194,6.0
12.5001801,41.8959158,6.0
12.5002107,41.8959123,6.0
12.5002466,41.8959082,6.0
12.5002896,41.8959033,6.0
12.5003336,41.8958983,6.0
12.5003695,41.8958943,6.0
12.5004032,41.8958904,6.0
12.5004423,41.895886,6.0
12.5004992,41.8958831,6.0
12.5005303,41.8958815,6.0
12.499738,41.8961761,21.0
12.4998907,41.8962118,21.0
12.4998453,41.8962984,21.0
12.4999031,41.8963181,21.0
12.499899,41.8963255,21.0
12.4999609,41.8963396,21.0
12.5000252,41.8962375,21.0
12.500055,41.8962425,21.0
12.5001087,41.8962523,21.0
12.5000451,41.8963556,21.0
12.5000722,41.8963775,21.0
12.5000196,41.89643,21.0
12.4999881,41.8964085,21.0
12.4999394,41.8964509,21.0
12.4999692,41.8964656,21.0
12.4999733,41.8964764,21.0
12.4999461,41.8965035,21.0
12.4999788,41.8965227,21.0
12.4999989,41.8965351,21.0
12.4999023,41.896634,21.0
12.4998387,41.8966094,21.0
12.4997709,41.89658,21.0
12.4998717,41.8964878,21.0
12.4998131,41.8964705,21.0
12.4998065,41.8964785,21.0
12.4997528,41.8964582,21.0
12.4996969,41.8965533,21.0
12.4996708,41.8965438,21.0
12.4995664,41.896499,21.0
12.4995751,41.8964826,21.0
12.499591,41.8964526,21.0
12.499608,41.8964207,21.0
12.4996244,41.8963899,21.0
12.4996373,41.8963657,21.0
12.4996531,41.8963359,21.0
12.4996678,41.8963082,21.0
12.4996841,41.8962776,21.0
12.4996976,41.8962522,21.0
12.4997133,41.8962226,21.0
12.4997302,41.8961908,21.0
12.499738,41.8961761,21.0
12.4989904,41.8833484,3.0
12.4988785,41.8832625,3.0
12.4989158,41.8832322,3.0
12.4988598,41.8832006,3.0
12.4990142,41.8830832,3.0
12.4990295,41.883092,3.0
12.4990719,41.8830604,3.0
12.4991465,41.8831046,3.0
12.4992246,41.883164,3.0
12.4992416,41.8831994,3.0
12.4992246,41.8833737,3.0
12.4989904,41.8833484,3.0
12.4997501,41.8841648,3.0
12.4993581,41.8839678,3.0
12.4993446,41.8839488,3.0
12.4993565,41.8838617,3.0
12.4994277,41.883393,3.0
12.499443,41.8833526,3.0
12.4994854,41.8833538,3.0
12.5000911,41.8837707,3.0
12.5000759,41.8837922,3.0
12.5000911,41.8837998,3.0
12.5000894,41.8838099,3.0
12.5000886,41.8838162,3.0
12.5000801,41.8838231,3.0
12.5000911,41.8838339,3.0
12.500086,41.8838395,3.0
12.5000648,41.8838541,3.0
12.4999596,41.8839324,3.0
12.4999037,41.883981,3.0
12.4997501,41.8841648,3.0
12.500367,41.8844711,15.0
12.4998613,41.8842184,15.0
12.5000259,41.8840454,15.0
12.5002448,41.8838799,15.0
12.500635,41.8841527,15.0
12.500367,41.8844711,15.0
12.5008573,41.8845767,3.0
12.5008352,41.8845647,3.0
12.5008225,41.8845792,3.0
12.5008013,41.8845704,3.0
12.5007928,41.8845811,3.0
12.5008632,41.8846121,3.0
12.5007987,41.8846872,3.0
12.5006002,41.8845995,3.0
12.5006634,41.8845166,3.0
12.5006274,41.8844984,3.0
12.5006657,41.8844581,3.0
12.5006454,41.8844466,3.0
12.500743,41.884316,3.0
12.5007574,41.8843262,3.0
12.50081,41.8842829,3.0
12.5010482,41.8844548,3.0
12.5010091,41.8844807,3.0
12.5010261,41.8844908,3.0
12.5009769,41.8845281,3.0
12.5009642,41.8845224,3.0
12.500887,41.8845919,3.0
12.5008573,41.8845767,3.0
12.498526,41.8835423,3.0
12.4985158,41.8835559,3.0
12.4983555,41.8834826,3.0
12.4983546,41.883464,3.0
12.498347,41.8834558,3.0
12.4983444,41.8834488,3.0
12.4983512,41.88344,3.0
12.498358,41.8834311,3.0
12.498403,41.8832397,3.0
12.4984123,41.8832366,3.0
12.4984098,41.8832246,3.0
12.4984174,41.8832202,3.0
12.498431,41.8832183,3.0
12.4984607,41.8832227,3.0
12.4984717,41.8832164,3.0
12.4984861,41.8832151,3.0
12.4985056,41.8832202,3.0
12.4985056,41.8832341,3.0
12.4985319,41.8832366,3.0
12.4985294,41.8832498,3.0
12.498565,41.883253,3.0
12.4986193,41.8832656,3.0
12.4986634,41.8832884,3.0
12.4987296,41.8833275,3.0
12.4986821,41.8833743,3.0
12.4987041,41.8833844,3.0
12.4986583,41.8834311,3.0
12.4986414,41.8834248,3.0
12.498526,41.8835423,3.0
12.5012454,41.884906,3.0
12.5011707,41.884851,3.0
12.5011588,41.8848586,3.0
12.5010697,41.8847929,3.0
12.501057,41.8848011,3.0
12.501007,41.8847657,3.0
12.5009213,41.8847114,3.0
12.5009281,41.8847013,3.0
12.5009425,41.8847032,3.0
12.5011215,41.8845605,3.0
12.5011529,41.8845807,3.0
12.5011961,41.8845478,3.0
12.5013226,41.8846369,3.0
12.5013107,41.8846457,3.0
12.5014753,41.8847563,3.0
12.5014422,41.8847866,3.0
12.5014328,41.8847803,3.0
12.5012615,41.8849123,3.0
12.5012538,41.8849053,3.0
12.5012509,41.8849026,3.0
12.5012454,41.884906,3.0
12.5011522,41.8902221,3.0
12.5009934,41.890249,3.0
12.5009697,41.8902248,3.0
12.5009546,41.8901988,3.0
12.5009572,41.890156,3.0
12.5009661,41.8901484,3.0
12.5011271,41.8900108,3.0
12.5011348,41.889987,3.0
12.5011969,41.8899795,3.0
12.501281,41.8902016,3.0
12.5011522,41.8902221,3.0
12.5015495,41.8897391,3.0
12.5011852,41.889743,3.0
12.5010703,41.8893876,3.0
12.5015849,41.8892876,3.0
12.5016467,41.8894863,3.0
12.5016317,41.8895032,3.0
12.5016096,41.88951,3.0
12.5015636,41.8895166,3.0
12.5015424,41.8895324,3.0
12.5015495,41.8897391,3.0
12.499999,41.8900419,3.0
12.4998434,41.8896128,3.0
12.500881,41.8894153,3.0
12.5009857,41.8897405,3.0
12.499999,41.8900419,3.0
12.5022866,41.8955859,18.0
12.5021971,41.8954993,18.0
12.5020683,41.8953609,18.0
12.5021344,41.8953251,18.0
12.5022463,41.8952618,18.0
12.5023842,41.8953978,18.0
12.5024694,41.8954768,18.0
12.5024434,41.8954923,18.0
12.5024114,41.8955114,18.0
12.5023775,41.8955316,18.0
12.5023441,41.8955516,18.0
12.5023113,41.8955711,18.0
12.5022866,41.8955859,18.0
12.5017937,41.8967899,18.0
12.5015566,41.8969355,18.0
12.5014531,41.8968435,18.0
12.5014102,41.8968025,18.0
12.5013998,41.8967927,18.0
12.5014089,41.8967874,18.0
12.5014307,41.8967742,18.0
12.50164,41.8966483,18.0
12.501725,41.8967267,18.0
12.5017937,41.8967899,18.0
12.5030308,41.8960355,15.0
12.5030031,41.8960522,15.0
12.502965,41.8960752,15.0
12.5029253,41.8960992,15.0
12.5028905,41.8961201,15.0
12.5028472,41.8961463,15.0
12.5028091,41.8961693,15.0
12.502772,41.8961917,15.0
12.5027486,41.8962058,15.0
12.502658,41.8961183,15.0
12.5026832,41.896106,15.0
12.5026342,41.8960652,15.0
12.5026138,41.8960774,15.0
12.5025726,41.896039,15.0
12.5026923,41.8959676,15.0
12.5028349,41.895887,15.0
12.5028999,41.8959489,15.0
12.5029267,41.8959325,15.0
12.5030308,41.8960355,15.0
12.5024611,41.8963841,15.0
12.5023682,41.8962975,15.0
12.5024033,41.8962767,15.0
12.5023135,41.8961929,15.0
12.5023788,41.8961541,15.0
12.5024913,41.8960873,15.0
12.5025726,41.896039,15.0
12.5026138,41.8960774,15.0
12.5025844,41.8960949,15.0
12.5026284,41.8961359,15.0
12.502658,41.8961183,15.0
12.5027486,41.8962058,15.0
12.5027247,41.8962206,15.0
12.5026848,41.8962454,15.0
12.5026488,41.8962677,15.0
12.5026056,41.8962945,15.0
12.5025614,41.8963219,15.0
12.5025257,41.896344,15.0
12.5024875,41.8963677,15.0
12.5024611,41.8963841,15.0
12.5025485,41.8958567,18.0
12.5023653,41.8959584,18.0
12.5024913,41.8960873,18.0
12.5023788,41.8961541,18.0
12.5022401,41.8960261,18.0
12.5021462,41.8960755,18.0
12.5020527,41.8959832,18.0
12.5020848,41.8959652,18.0
12.5022187,41.8958901,18.0
12.5023873,41.8957956,18.0
12.5024512,41.8957597,18.0
12.5025485,41.8958567,18.0
12.5026839,41.8956323,18.0
12.502781,41.8957311,18.0
12.5026908,41.895779,18.0
12.5027813,41.8958776,18.0
12.5028081,41.895864,18.0
12.5028349,41.895887,18.0
12.5026923,41.8959676,18.0
12.5025697,41.8958458,18.0
12.5025485,41.8958567,18.0
12.5024512,41.8957597,18.0
12.5024796,41.8957441,18.0
12.5025252,41.8957192,18.0
12.5025619,41.8956991,18.0
12.5026025,41.8956768,18.0
12.5026342,41.8956595,18.0
12.5026839,41.8956323,18.0
12.502781,41.8957311,21.0
12.5026839,41.8956323,21.0
12.5027175,41.8956137,21.0
12.5027656,41.895587,21.0
12.5028136,41.8955604,21.0
12.502856,41.8955369,21.0
12.5028891,41.8955186,21.0
12.5029204,41.8955501,21.0
12.502952,41.8955819,21.0
12.5029795,41.8956096,21.0
12.5030096,41.8956399,21.0
12.5030455,41.8956761,21.0
12.5030793,41.8957101,21.0
12.5031129,41.8957439,21.0
12.5031474,41.8957787,21.0
12.5031798,41.8958113,21.0
12.5032109,41.8958427,21.0
12.5032421,41.895874,21.0
12.5032658,41.8958979,21.0
12.5031589,41.8959605,21.0
12.5030782,41.8960078,21.0
12.5030308,41.8960355,21.0
12.5029267,41.8959325,21.0
12.5029489,41.8959201,21.0
12.5028592,41.8958314,21.0
12.5028851,41.8958169,21.0
12.5028968,41.8958286,21.0
12.5029644,41.8957907,21.0
12.5028637,41.8956912,21.0
12.502781,41.8957311,21.0
12.5016927,41.8948139,21.0
12.5016839,41.8947205,21.0
12.5017483,41.8947151,21.0
12.5017483,41.8947085,21.0
12.5017483,41.8946875,21.0
12.5017491,41.8946725,21.0
12.5017539,41.8946582,21.0
12.5017619,41.8946414,21.0
12.501774,41.8946294,21.0
12.5017917,41.8946186,21.0
12.501803,41.8946132,21.0
12.5018215,41.8946025,21.0
12.5018083,41.8945961,21.0
12.5019081,41.8945398,21.0
12.5021265,41.8947552,21.0
12.5021048,41.8947858,21.0
12.5016927,41.8948139,21.0
12.4821373,41.8825701,3.0
12.4821475,41.8825338,3.0
12.4822005,41.8825442,3.0
12.4822641,41.882341,3.0
12.4822114,41.8823307,3.0
12.4822354,41.8822687,3.0
12.4822575,41.8822722,3.0
12.4822861,41.8821899,3.0
12.4824663,41.8822227,3.0
12.4824863,41.8821597,3.0
12.4826232,41.8821836,3.0
12.4825998,41.8822517,3.0
12.4828334,41.8822904,3.0
12.4827996,41.8824081,3.0
12.4827711,41.8824019,3.0
12.4826796,41.8826755,3.0
12.4825688,41.8826511,3.0
12.4825489,41.8826487,3.0
12.482531,41.8826993,3.0
12.4825137,41.8827532,3.0
12.482426,41.8827722,3.0
12.4822795,41.8827411,3.0
12.4822331,41.8826926,3.0
12.4822621,41.8825949,3.0
12.4821373,41.8825701,3.0
12.5027503,41.8893572,3.0
12.5029592,41.8894142,3.0
12.5029194,41.889485,3.0
12.5028873,41.8895422,3.0
12.502856,41.8895979,3.0
12.5026921,41.8895613,3.0
12.5026694,41.8895563,3.0
12.5027503,41.8893572,3.0
12.5003115,41.891308,3.0
12.5004656,41.8912446,3.0
12.5005389,41.8912145,3.0
12.500588,41.8911922,3.0
12.5007877,41.891446,3.0
12.5005378,41.891535,3.0
12.5003115,41.891308,3.0
12.5013548,41.8908515,3.0
12.5012361,41.8909041,3.0
12.5011654,41.8909323,3.0
12.5011452,41.8909107,3.0
12.5012109,41.8908816,3.0
12.501173,41.8908449,3.0
12.5010593,41.8909145,3.0
12.5011116,41.8909574,3.0
12.501083,41.8909706,3.0
12.500976,41.8910198,3.0
12.5009305,41.8909794,3.0
12.5008977,41.8909953,3.0
12.5008838,41.8909982,3.0
12.50088,41.8910123,3.0
12.5008712,41.8910235,3.0
12.5008585,41.8910329,3.0
12.5008396,41.8910405,3.0
12.5008219,41.8910433,3.0
12.5008042,41.8910414,3.0
12.5007853,41.8910386,3.0
12.5007689,41.8910311,3.0
12.5007588,41.8910245,3.0
12.5007487,41.8910104,3.0
12.5007436,41.8909972,3.0
12.5007449,41.8909841,3.0
12.5007335,41.8909794,3.0
12.5007133,41.8909558,3.0
12.5006468,41.8909899,3.0
12.5005471,41.8908873,3.0
12.5006173,41.8908543,3.0
12.5003925,41.8906296,3.0
12.5003082,41.8906456,3.0
12.5002751,41.8906165,3.0
12.5002546,41.8905927,3.0
12.5002218,41.8905512,3.0
12.5008489,41.8904338,3.0
12.5009638,41.8904639,3.0
12.5013548,41.8908515,3.0
12.5013452,41.8906149,3.0
12.5011755,41.8904564,3.0
12.5012019,41.8903682,3.0
12.501219,41.8903584,3.0
12.5015401,41.8903075,3.0
12.5015572,41.8903819,3.0
12.5015435,41.8903839,3.0
12.5015085,41.8903888,3.0
12.5014559,41.8904985,3.0
12.5014835,41.8905259,3.0
12.501444,41.8905534,3.0
12.5014203,41.8905357,3.0
12.5014006,41.8905495,3.0
12.5014174,41.8905746,3.0
12.5013452,41.8906149,3.0
12.5011012,41.8932012,18.0
12.5009745,41.8931587,18.0
12.5010521,41.8930114,18.0
12.5009983,41.8929961,18.0
12.5009175,41.8931387,18.0
12.5008704,41.8930979,18.0
12.5009065,41.8930409,18.0
12.5008336,41.8930232,18.0
12.5008732,41.8929584,18.0
12.5008464,41.8929484,18.0
12.5009481,41.8928075,18.0
12.5009793,41.8928229,18.0
12.5009935,41.8928064,18.0
12.5010268,41.8928347,18.0
12.5010125,41.8928535,18.0
12.5011075,41.8929395,18.0
12.5011202,41.8929101,18.0
12.5012405,41.892949,18.0
12.5011979,41.8930261,18.0
12.501186,41.8930477,18.0
12.5011446,41.8931227,18.0
12.5011196,41.8931679,18.0
12.5011012,41.8932012,18.0
12.501209,41.8922034,21.0
12.5013525,41.8921255,21.0
12.5014517,41.8922323,21.0
12.5014638,41.8922313,21.0
12.5015265,41.8921132,21.0
12.5015442,41.8921172,21.0
12.5016891,41.8921575,21.0
12.5016797,41.892175,21.0
12.501667,41.8921985,21.0
12.5016529,41.8922246,21.0
12.5016359,41.8922562,21.0
12.5016178,41.8922898,21.0
12.5016013,41.8923205,21.0
12.5015864,41.8923481,21.0
12.5015703,41.8923778,21.0
12.501554,41.8924082,21.0
12.5015411,41.8924321,21.0
12.5015223,41.892467,21.0
12.5014772,41.8924749,21.0
12.5014658,41.8924633,21.0
12.5014479,41.8924453,21.0
12.5014285,41.8924256,21.0
12.5014118,41.8924086,21.0
12.5013894,41.8923861,21.0
12.5013644,41.8923607,21.0
12.5013369,41.8923329,21.0
12.5013112,41.8923068,21.0
12.5012764,41.8922716,21.0
12.5012432,41.892238,21.0
12.501209,41.8922034,21.0
12.5011499,41.8923799,18.0
12.5011757,41.8924055,18.0
12.501204,41.8924337,18.0
12.5012284,41.892458,18.0
12.5012571,41.8924882,18.0
12.5014178,41.8926461,18.0
12.5012405,41.892949,18.0
12.5011202,41.8929101,18.0
12.5011405,41.8928752,18.0
12.5010268,41.8928347,18.0
12.5009935,41.8928064,18.0
12.5010247,41.8927867,18.0
12.5009495,41.8927126,18.0
12.501174,41.8925966,18.0
12.501136,41.8925495,18.0
12.5009096,41.8926756,18.0
12.5008086,41.8925726,18.0
12.5009191,41.8925101,18.0
12.5009603,41.8925483,18.0
12.5010917,41.892474,18.0
12.5010506,41.8924383,18.0
12.5011499,41.8923799,18.0
12.5029362,41.891421,3.0
12.5028871,41.8915082,3.0
12.5028818,41.8915219,3.0
12.5028472,41.8915105,3.0
12.5028247,41.8915555,3.0
12.502881,41.8915776,3.0
12.5028802,41.8916243,3.0
12.5029454,41.8916459,3.0
12.5029728,41.8916052,3.0
12.5030742,41.8916369,3.0
12.5030267,41.8917238,3.0
12.5030082,41.8917184,3.0
12.5029366,41.8918478,3.0
12.5028143,41.8918088,3.0
12.5028472,41.8917477,3.0
12.5028118,41.8917364,3.0
12.5027354,41.8917322,3.0
12.5027314,41.8916831,3.0
12.5026911,41.8916819,3.0
12.5026944,41.8915219,3.0
12.5027523,41.8915345,3.0
12.5027764,41.8914884,3.0
12.5026919,41.8914626,3.0
12.5026934,41.8913896,3.0
