longitude,latitude,height_meters
12.483972,41.8924128,3.0
12.4839599,41.8924006,3.0
12.483973,41.8923951,3.0
12.4839533,41.8923777,3.0
12.4839584,41.8923517,3.0
12.483981,41.8923381,3.0
12.4840131,41.8923723,3.0
12.4839839,41.8923881,3.0
12.4839971,41.8924017,3.0
12.4840124,41.8923935,3.0
12.4840212,41.8924,3.0
12.4840416,41.8923886,3.0
12.4840591,41.8924033,3.0
12.4840591,41.8924131,3.0
12.4840694,41.8924207,3.0
12.4840774,41.8924234,3.0
12.4840935,41.8924446,3.0
12.4841146,41.8924343,3.0
12.4841343,41.8924576,3.0
12.4841136,41.8924696,3.0
12.4841246,41.8924809,3.0
12.4840745,41.8925078,3.0
12.4840687,41.8925101,3.0
12.4885589,41.8882617,3.0
12.4886455,41.8884038,3.0
12.488619,41.8884128,3.0
12.4885268,41.8884441,3.0
12.4885364,41.8884563,3.0
12.4885259,41.8884607,3.0
12.4885163,41.8884469,3.0
12.4884848,41.8884644,3.0
12.4884781,41.8884579,3.0
12.4885113,41.8884401,3.0
12.4884802,41.8884145,3.0
12.488429,41.8884482,3.0
12.4884215,41.8884432,3.0
12.4884848,41.8883979,3.0
12.4884978,41.8883951,3.0
12.4884592,41.8883629,3.0
12.4884618,41.8883586,3.0
12.4884626,41.8883532,3.0
12.4884584,41.8883501,3.0
12.4884513,41.8883498,3.0
12.4884458,41.8883504,3.0
12.4884378,41.8883439,3.0
12.4884378,41.8883395,3.0
12.4884328,41.8883354,3.0
12.4884248,41.8883358,3.0
12.4884152,41.8883436,3.0
12.4884597,41.8883795,3.0
12.488406,41.8884154,3.0
12.4883774,41.8883963,3.0
12.4883745,41.888391,3.0
12.4883661,41.8883876,3.0
12.4883585,41.8883889,3.0
12.4883531,41.8883882,3.0
12.4883594,41.8883951,3.0
12.4883565,41.8883988,3.0
12.4883665,41.8883995,3.0
12.4883724,41.8884057,3.0
12.4883732,41.8884132,3.0
12.4883976,41.8884329,3.0
12.4883875,41.8884385,3.0
12.4883787,41.888432,3.0
12.4883233,41.8884704,3.0
12.4882923,41.8884463,3.0
12.4883011,41.8884413,3.0
12.4883225,41.8884588,3.0
12.4883699,41.8884263,3.0
12.4883351,41.8883973,3.0
12.4883388,41.8883951,3.0
12.4883262,41.8883854,3.0
12.488322,41.8883876,3.0
12.4883137,41.888381,3.0
12.488317,41.8883789,3.0
12.4882948,41.8883632,3.0
12.4882486,41.8883967,3.0
12.4882671,41.8884117,3.0
12.4882579,41.8884163,3.0
12.4882279,41.8883903,3.0
12.4882842,41.8883522,3.0
12.4883047,41.8883545,3.0
12.4883139,41.8883629,3.0
12.4883313,41.8883705,3.0
12.4883518,41.8883735,3.0
12.4883651,41.8883705,3.0
12.4884041,41.8883979,3.0
12.488444,41.8883743,3.0
12.4884041,41.8883423,3.0
12.4884184,41.8883308,3.0
12.4884082,41.8883209,3.0
12.4884089,41.8883102,3.0
12.4884044,41.8883015,3.0
12.4883867,41.8882893,3.0
12.4883821,41.888281,3.0
12.4883998,41.8882683,3.0
12.4883963,41.8882652,3.0
12.4884043,41.8882602,3.0
12.4884085,41.8882627,3.0
12.4884194,41.8882558,3.0
12.4884295,41.8882624,3.0
12.4883992,41.8882827,3.0
12.4884316,41.8883095,3.0
12.4884777,41.888278,3.0
12.4884353,41.8882449,3.0
12.4884529,41.888233,3.0
12.4884626,41.8882414,3.0
12.4884538,41.8882461,3.0
12.4884869,41.8882727,3.0
12.4885289,41.8882452,3.0
12.4884936,41.8882183,3.0
12.4884815,41.8882252,3.0
12.4884735,41.8882186,3.0
12.4884928,41.8882055,3.0
12.4885402,41.8882386,3.0
12.4885589,41.8882617,3.0
12.4879958,41.8872141,3.0
12.4879579,41.8872385,3.0
12.4879481,41.8872311,3.0
12.4879351,41.8872385,3.0
12.4879434,41.8872475,3.0
12.4879067,41.8872687,3.0
12.4879004,41.8872692,3.0
12.4878831,41.8872851,3.0
12.487878,41.8872821,3.0
12.4878784,41.8872698,3.0
12.4878591,41.8872587,3.0
12.4878406,41.8872516,3.0
12.4878173,41.8872464,3.0
12.4877898,41.887242,3.0
12.4877657,41.887237,3.0
12.487746,41.8872329,3.0
12.4876899,41.8872657,3.0
12.4876812,41.8872572,3.0
12.4876704,41.8872449,3.0
12.4876795,41.8872385,3.0
12.4876933,41.8872502,3.0
12.4877812,41.8871995,3.0
12.4877877,41.8871959,3.0
12.4878232,41.8871754,3.0
12.4878244,41.8871605,3.0
12.4878307,41.8871537,3.0
12.4878323,41.8871455,3.0
12.4878366,41.8871379,3.0
12.4878394,41.8871326,3.0
12.4878347,41.8871264,3.0
12.4878264,41.8871218,3.0
12.4878158,41.8871165,3.0
12.4877839,41.8870904,3.0
12.4877555,41.8871074,3.0
12.4877472,41.8870992,3.0
12.4877862,41.8870751,3.0
12.4877969,41.8870819,3.0
12.4877969,41.8870854,3.0
12.4878154,41.8871021,3.0
12.4878236,41.8871024,3.0
12.4878284,41.8870995,3.0
12.4878355,41.8871045,3.0
12.4878272,41.8871112,3.0
12.4878504,41.8871279,3.0
12.4878603,41.8871332,3.0
12.4878733,41.8871352,3.0
12.4878835,41.8871364,3.0
12.4878937,41.8871352,3.0
12.4879126,41.8871259,3.0
12.4879201,41.8871332,3.0
12.4879083,41.8871408,3.0
12.4879268,41.8871578,3.0
12.4879599,41.8871393,3.0
12.4879686,41.8871476,3.0
12.4879379,41.887166,3.0
12.4879824,41.887208,3.0
12.4879863,41.8872053,3.0
12.4879958,41.8872141,3.0
12.4875526,41.8869555,3.0
12.4875642,41.8869483,3.0
12.4875771,41.8869597,3.0
12.4875654,41.886967,3.0
12.4875526,41.8869555,3.0
12.4876577,41.8868937,3.0
12.4876694,41.8868864,3.0
12.4876823,41.8868978,3.0
12.4876706,41.8869051,3.0
12.4876577,41.8868937,3.0
12.4876057,41.8869245,3.0
12.4876174,41.8869172,3.0
12.4876303,41.8869286,3.0
12.4876186,41.8869359,3.0
12.4876057,41.8869245,3.0
12.4874983,41.8869878,3.0
12.48751,41.8869805,3.0
12.4875229,41.8869919,3.0
12.4875112,41.8869992,3.0
12.4874983,41.8869878,3.0
12.4875935,41.8869916,3.0
12.4876052,41.8869843,3.0
12.4876181,41.8869958,3.0
12.4876064,41.887003,3.0
12.4875935,41.8869916,3.0
12.4879451,41.8869023,3.0
12.4879567,41.886895,3.0
12.4879696,41.8869065,3.0
12.4879579,41.8869137,3.0
12.4879451,41.8869023,3.0
12.4885517,41.8857013,3.0
12.4886149,41.8856643,3.0
12.4885953,41.8856457,3.0
12.48864,41.8856195,3.0
12.488649,41.8856279,3.0
12.4886158,41.8856473,3.0
12.4886522,41.8856818,3.0
12.4887136,41.8856458,3.0
12.4886739,41.8856082,3.0
12.4886849,41.8856018,3.0
12.4887592,41.8856721,3.0
12.4888388,41.8856256,3.0
12.4888478,41.8856341,3.0
12.4887654,41.8856823,3.0
12.4887938,41.8857091,3.0
12.4888841,41.8856563,3.0
12.4888907,41.8856626,3.0
12.4888134,41.8857079,3.0
12.4888245,41.8857184,3.0
12.4888114,41.8857261,3.0
12.488804,41.8857192,3.0
12.4887939,41.8857251,3.0
12.4887768,41.8857089,3.0
12.488773,41.885711,3.0
12.4887644,41.8857028,3.0
12.4887675,41.885701,3.0
12.4887558,41.88569,3.0
12.4887033,41.8857207,3.0
12.4887221,41.8857385,3.0
12.4887096,41.8857459,3.0
12.4886853,41.8857228,3.0
12.4886383,41.8857503,3.0
12.4886301,41.8857425,3.0
12.488673,41.8857174,3.0
12.4886296,41.8856763,3.0
12.488575,41.8857082,3.0
12.4886054,41.8857369,3.0
12.4885955,41.8857428,3.0
12.4885517,41.8857013,3.0
12.4867628,41.8875672,3.0
12.4867643,41.8875602,3.0
12.4867728,41.8875544,3.0
12.4867921,41.8875469,3.0
12.4868129,41.8875469,3.0
12.4868315,41.8875538,3.0
12.4868908,41.8875986,3.0
12.4868872,41.8876092,3.0
12.4868751,41.8876193,3.0
12.4868615,41.88763,3.0
12.4868408,41.8876401,3.0
12.4868193,41.8876417,3.0
12.4868107,41.8876358,3.0
12.4867793,41.8876076,3.0
12.4867671,41.8875932,3.0
12.4867621,41.8875789,3.0
12.4867628,41.8875672,3.0
12.4867479,41.8877113,3.0
12.4867577,41.887705,3.0
12.4867661,41.8877121,3.0
12.4867563,41.8877185,3.0
12.4867479,41.8877113,3.0
12.48672,41.8877307,3.0
12.4867298,41.8877244,3.0
12.4867382,41.8877316,3.0
12.4867284,41.8877379,3.0
12.48672,41.8877307,3.0
12.4867223,41.887692,3.0
12.4867321,41.8876856,3.0
12.4867405,41.8876928,3.0
12.4867307,41.8876991,3.0
12.4867223,41.887692,3.0
12.4866982,41.8876723,3.0
12.4867079,41.887666,3.0
12.4867163,41.8876732,3.0
12.4867065,41.8876795,3.0
12.4866982,41.8876723,3.0
12.4866707,41.8876489,3.0
12.4866805,41.8876426,3.0
12.4866888,41.8876497,3.0
12.486679,41.887656,3.0
12.4866707,41.8876489,3.0
12.4866462,41.8876293,3.0
12.486656,41.8876229,3.0
12.4866643,41.8876301,3.0
12.4866545,41.8876364,3.0
12.4866462,41.8876293,3.0
12.4866227,41.8876102,3.0
12.4866325,41.8876039,3.0
12.4866409,41.887611,3.0
12.4866311,41.8876173,3.0
12.4866227,41.8876102,3.0
12.4865986,41.8875914,3.0
12.4866084,41.8875851,3.0
12.4866167,41.8875922,3.0
12.4866069,41.8875985,3.0
12.4865986,41.8875914,3.0
12.4865729,41.8875704,3.0
12.4865827,41.8875641,3.0
12.4865911,41.8875712,3.0
12.4865813,41.8875775,3.0
12.4865729,41.8875704,3.0
12.486548,41.8875505,3.0
12.4865578,41.8875442,3.0
12.4865662,41.8875513,3.0
12.4865564,41.8875577,3.0
12.486548,41.8875505,3.0
12.486522,41.8875301,3.0
12.4865318,41.8875237,3.0
12.4865402,41.8875309,3.0
12.4865304,41.8875372,3.0
12.486522,41.8875301,3.0
12.4864953,41.8875486,3.0
12.4865051,41.8875423,3.0
12.4865135,41.8875494,3.0
12.4865037,41.8875557,3.0
12.4864953,41.8875486,3.0
12.4863277,41.8876818,3.0
12.4865256,41.8875467,3.0
12.4867313,41.8877137,3.0
12.4865334,41.8878488,3.0
12.4863277,41.8876818,3.0
12.4866965,41.8881288,3.0
12.4866325,41.8880811,3.0
12.4865844,41.8881139,3.0
12.4865758,41.8881067,3.0
12.4865855,41.888099,3.0
12.4864471,41.8879895,3.0
12.4865095,41.8879482,3.0
12.486478,41.887924,3.0
12.4864812,41.8879208,3.0
12.4864913,41.8879137,3.0
12.4865358,41.8879521,3.0
12.4865844,41.887918,3.0
12.4865936,41.8879244,3.0
12.4865375,41.8879636,3.0
12.4866401,41.8880451,3.0
12.486688,41.8880833,3.0
12.4866809,41.8880887,3.0
12.4866839,41.8880914,3.0
12.4866715,41.8880997,3.0
12.4867055,41.8881263,3.0
12.4866965,41.8881288,3.0
12.4862004,41.887862,3.0
12.4862543,41.8878243,3.0
12.4862114,41.8877904,3.0
12.4862189,41.8877851,3.0
12.4862106,41.8877786,3.0
12.4862744,41.8877339,3.0
12.4863348,41.8877816,3.0
12.4862772,41.887822,3.0
12.4862897,41.8878319,3.0
12.4863597,41.8877829,3.0
12.4863665,41.8877882,3.0
12.4862923,41.8878402,3.0
